step,episode,timestamp,env/episode_length,env/episode_reward,env/score_diff,env/win_rate_100,train/epsilon,train/loss,eval/avg_score_diff,eval/avg_steps,eval/losses,eval/win_rate,eval/wins
141,40,2026-01-04T20:17:22.278722,27,1.5609048689138576,3,0.4878048780487805,0.999221,0.002173950386350043,,,,,
145,41,2026-01-04T20:17:27.285774,27,0.48493730337078655,-4,0.47619047619047616,0.999202,0.0010195522627327591,,,,,
149,42,2026-01-04T20:17:32.311515,33,0.5954470411985021,-8,0.46511627906976744,0.999183,0.000955526702455245,,,,,
153,43,2026-01-04T20:17:37.335532,25,1.4939235955056178,4,0.4772727272727273,0.999164,0.0005262505219434388,,,,,
156,44,2026-01-04T20:17:41.191477,26,0.4704988014981273,-8,0.4666666666666667,0.999145,0.0008739855256862938,,,,,
159,45,2026-01-04T20:17:45.088171,30,0.5101874157303371,-26,0.45652173913043476,0.999126,0.0015367271844297647,,,,,
163,46,2026-01-04T20:17:50.143635,27,1.537274382022472,2,0.46808510638297873,0.999107,0.002019268329604529,,,,,
167,47,2026-01-04T20:17:55.180237,28,1.6183593258426967,24,0.4791666666666667,0.999088,0.002212716812209692,,,,,
171,48,2026-01-04T20:18:00.198954,27,1.5994332584269664,15,0.4897959183673469,0.999069,0.0017336865930701606,,,,,
175,49,2026-01-04T20:18:05.192376,27,0.48711790262172294,-5,0.48,0.99905,0.0014314747240860015,,,,,
175,49,2026-01-04T20:18:11.124799,,,,,,,4.0,29,5,0.5,5
179,50,2026-01-04T20:18:16.900330,24,1.515857752808989,8,0.49019607843137253,0.999031,0.0023645064211450517,,,,,
182,51,2026-01-04T20:18:20.780321,27,0.36967602996254684,-31,0.4807692307692308,0.999012,0.002960529255991181,,,,,
185,52,2026-01-04T20:18:24.678063,27,0.40061430711610485,-18,0.4716981132075472,0.998993,0.0020838248698661723,,,,,
189,53,2026-01-04T20:18:29.844468,33,0.6043079400749065,-4,0.46296296296296297,0.998974,0.001624114200240001,,,,,
193,54,2026-01-04T20:18:34.846564,29,0.5243420224719102,-5,0.45454545454545453,0.998955,0.003805263520916924,,,,,
198,55,2026-01-04T20:18:41.062115,32,1.6702026966292136,18,0.4642857142857143,0.998936,0.0033399013336747885,,,,,
202,56,2026-01-04T20:18:46.099530,28,0.5559544569288388,-2,0.45614035087719296,0.998917,0.003004037745995447,,,,,
206,57,2026-01-04T20:18:51.140554,29,1.6052049438202247,6,0.46551724137931033,0.998898,0.0017223731992999092,,,,,
210,58,2026-01-04T20:18:56.145077,28,1.5589591760299626,11,0.4745762711864407,0.998879,0.0026226132758893073,,,,,
214,59,2026-01-04T20:19:01.197508,28,1.6318958801498127,18,0.48333333333333334,0.99886,0.0017023704713210464,,,,,
218,60,2026-01-04T20:19:06.203221,27,1.6152462172284645,21,0.4918032786885246,0.998841,0.001988708070712164,,,,,
222,61,2026-01-04T20:19:11.187847,27,1.5766257677902622,7,0.5,0.998822,0.002893944358220324,,,,,
226,62,2026-01-04T20:19:16.238877,29,1.6130257677902622,5,0.5079365079365079,0.998803,0.0067937239073216915,,,,,
230,63,2026-01-04T20:19:21.284207,25,1.535776254681648,12,0.515625,0.998784,0.00132198425126262,,,,,
234,64,2026-01-04T20:19:26.334541,31,1.609520449438202,5,0.5230769230769231,0.998765,0.00403140127309598,,,,,
238,65,2026-01-04T20:19:31.384763,29,0.5259431460674158,-6,0.5151515151515151,0.998746,0.00398599672189448,,,,,
242,66,2026-01-04T20:19:36.487369,29,1.5856820224719101,4,0.5223880597014925,0.998727,0.002271392790134996,,,,,
246,67,2026-01-04T20:19:41.548315,30,0.5217753558052436,-10,0.5147058823529411,0.998708,0.0050200474506709725,,,,,
250,68,2026-01-04T20:19:46.633023,28,1.5535361048689138,9,0.5217391304347826,0.998689,0.0015425791207235307,,,,,
253,69,2026-01-04T20:19:50.494619,24,0.3902275655430712,-9,0.5142857142857142,0.99867,0.0018298653691696625,,,,,
257,70,2026-01-04T20:19:55.525462,26,1.5163153558052436,7,0.5211267605633803,0.998651,0.002022781322011724,,,,,
262,71,2026-01-04T20:20:01.649279,30,1.6703060674157302,17,0.5277777777777778,0.998632,0.002034305827692151,,,,,
266,72,2026-01-04T20:20:06.643382,30,0.5840774531835207,1,0.5342465753424658,0.998613,0.0018507043714635074,,,,,
270,73,2026-01-04T20:20:11.677282,28,1.6467287640449437,15,0.5405405405405406,0.998594,0.0025548248668201268,,,,,
274,74,2026-01-04T20:20:16.651083,27,1.5179753558052433,5,0.5466666666666666,0.998575,0.0020802051876671612,,,,,
277,75,2026-01-04T20:20:20.524088,23,0.4088827715355805,-16,0.5394736842105263,0.998556,0.0033167538252503923,,,,,
